sale_id,medicine,hospital,quantity,sales_value,year
3066,Aspirin,Apollo,210,3222,2023
3067,Atorvastatin,Manipal,483,4451,2023
3068,Amoxicillin,Fortis,484,2424,2023
3069,Amoxicillin,Fortis,217,2482,2023
3070,Paracetamol,AIIMS,397,3830,2023
3071,Aspirin,AIIMS,283,794,2023
3072,Paracetamol,AIIMS,103,3509,2023
3073,Aspirin,Medanta,326,4365,2023
3074,Atorvastatin,Apollo,164,909,2023
3075,Paracetamol,Apollo,145,287,2023
3076,Aspirin,Fortis,97,368,2023
3077,Paracetamol,Medanta,451,4471,2023
3078,Paracetamol,Fortis,433,775,2023
3079,Atorvastatin,AIIMS,168,2126,2023
3080,Atorvastatin,Fortis,276,872,2023
3081,Metformin,Narayana,138,4400,2023
3082,Paracetamol,AIIMS,291,2501,2023
3083,Paracetamol,Manipal,354,3247,2023
3084,Aspirin,Fortis,343,961,2023
3085,Paracetamol,Fortis,316,4227,2023
3086,Metformin,Narayana,158,2802,2023
3087,Paracetamol,AIIMS,254,4995,2023
3088,Paracetamol,Medanta,437,2923,2023
3089,Atorvastatin,Narayana,260,4862,2023
3090,Paracetamol,AIIMS,356,4057,2023
3091,Aspirin,Apollo,93,3831,2023
3092,Paracetamol,Fortis,120,4238,2023
3093,Amoxicillin,Manipal,230,1324,2023
3094,Ibuprofen,Medanta,175,720,2023
3095,Metformin,Fortis,89,1423,2023
3096,Amoxicillin,Fortis,35,3746,2023
3097,Atorvastatin,Manipal,14,3067,2023
3098,Amoxicillin,Manipal,306,1019,2023
3099,Paracetamol,AIIMS,110,3681,2023
3100,Ibuprofen,AIIMS,278,3391,2023
3101,Aspirin,Fortis,13,1355,2023
3102,Metformin,Medanta,134,4026,2023
3103,Metformin,AIIMS,183,1648,2023
3104,Metformin,Apollo,226,3953,2023
3105,Atorvastatin,Apollo,405,2203,2023
3106,Paracetamol,Manipal,446,1007,2023
3107,Metformin,Apollo,430,1170,2023
3108,Ibuprofen,Narayana,436,1827,2023
3109,Metformin,Manipal,113,473,2023
3110,Aspirin,Medanta,364,1882,2023
3111,Ibuprofen,Apollo,95,3884,2023
3112,Metformin,Narayana,191,1856,2023
3113,Amoxicillin,Fortis,477,3324,2023
3114,Metformin,Fortis,57,427,2023
3115,Paracetamol,Fortis,387,122,2023
3116,Ibuprofen,Apollo,207,1442,2023
3117,Amoxicillin,Narayana,133,1687,2023
3118,Ibuprofen,Medanta,229,4541,2023
3119,Atorvastatin,AIIMS,68,4470,2023
3120,Aspirin,Medanta,320,1055,2023
3121,Amoxicillin,AIIMS,454,1881,2023
3122,Paracetamol,Narayana,357,1102,2023
3123,Ibuprofen,Fortis,38,189,2023
3124,Aspirin,AIIMS,52,3178,2023
3125,Metformin,Medanta,478,2350,2023
3126,Ibuprofen,Apollo,57,1940,2023
3127,Amoxicillin,Narayana,128,1837,2023
3128,Aspirin,Narayana,447,3015,2023
3129,Paracetamol,AIIMS,148,4851,2023
3130,Amoxicillin,Apollo,273,710,2023
3131,Paracetamol,Narayana,464,3131,2023
3132,Metformin,Medanta,392,157,2023
3133,Paracetamol,AIIMS,218,3535,2023
3134,Amoxicillin,Medanta,106,1722,2023
3135,Amoxicillin,Manipal,419,2986,2023
3136,Aspirin,Manipal,405,1700,2023
3137,Atorvastatin,Fortis,229,210,2023
3138,Amoxicillin,Fortis,336,4429,2023
3139,Paracetamol,Medanta,360,172,2023
3140,Amoxicillin,Fortis,131,4125,2023
3141,Aspirin,Manipal,129,4259,2023
3142,Atorvastatin,Apollo,83,2864,2023
3143,Metformin,Narayana,176,2325,2023
3144,Aspirin,Apollo,254,3714,2023
3145,Ibuprofen,AIIMS,240,928,2023
3146,Amoxicillin,Narayana,493,796,2023
3147,Paracetamol,Fortis,83,1654,2023
3148,Paracetamol,Narayana,390,4557,2023
3149,Atorvastatin,AIIMS,147,3762,2023
3150,Ibuprofen,Manipal,59,3426,2023
3151,Paracetamol,AIIMS,103,4288,2023
3152,Amoxicillin,Apollo,474,192,2023
3153,Paracetamol,Fortis,260,1538,2023
3154,Ibuprofen,Manipal,487,193,2023
3155,Paracetamol,Manipal,377,2861,2023
3156,Atorvastatin,Medanta,459,742,2023
3157,Ibuprofen,Apollo,70,2229,2023
3158,Amoxicillin,Manipal,202,2705,2023
3159,Paracetamol,Narayana,162,3698,2023
3160,Ibuprofen,Medanta,344,3166,2023
3161,Aspirin,Narayana,369,3543,2023
3162,Aspirin,AIIMS,56,4965,2023
3163,Paracetamol,Medanta,237,2969,2023
3164,Aspirin,Manipal,297,384,2023
3165,Paracetamol,AIIMS,237,2736,2023
3166,Paracetamol,Fortis,34,1034,2023
3167,Ibuprofen,Fortis,113,1729,2023
3168,Aspirin,Fortis,452,1293,2023
3169,Metformin,Manipal,69,4559,2023
3170,Amoxicillin,Narayana,241,1539,2023
3171,Paracetamol,Medanta,427,1603,2023
3172,Ibuprofen,AIIMS,207,2289,2023
3173,Paracetamol,Manipal,297,3785,2023
3174,Metformin,Apollo,487,1520,2023
3175,Metformin,Apollo,355,3579,2023
3176,Amoxicillin,Narayana,380,4967,2023
3177,Atorvastatin,Apollo,499,2951,2023
3178,Aspirin,AIIMS,196,4308,2023
3179,Ibuprofen,Manipal,411,4525,2023
3180,Aspirin,Apollo,166,2171,2023
3181,Paracetamol,Apollo,175,3846,2023
3182,Aspirin,Narayana,53,2048,2023
3183,Amoxicillin,Narayana,398,3585,2023
3184,Paracetamol,Manipal,77,1709,2023
3185,Metformin,Narayana,361,2500,2023
3186,Aspirin,Narayana,451,4726,2023
3187,Metformin,Medanta,213,3054,2023
3188,Aspirin,Fortis,188,2181,2023
3189,Metformin,AIIMS,121,3930,2023
3190,Atorvastatin,Manipal,323,1159,2023
3191,Metformin,Fortis,209,4646,2023
3192,Amoxicillin,Medanta,417,4122,2023
3193,Paracetamol,Fortis,20,1360,2023
3194,Paracetamol,Medanta,444,1244,2023
3195,Amoxicillin,Narayana,44,3811,2023
3196,Paracetamol,Apollo,470,2051,2023
3197,Atorvastatin,Manipal,96,2586,2023
3198,Metformin,Apollo,120,4979,2023
3199,Aspirin,Apollo,235,3710,2023
3200,Ibuprofen,AIIMS,65,3087,2023
3201,Amoxicillin,Medanta,187,2624,2023
3202,Paracetamol,Medanta,56,163,2023
3203,Paracetamol,Narayana,353,1430,2023
3204,Amoxicillin,Medanta,188,4940,2023
3205,Metformin,Medanta,274,4946,2023
3206,Paracetamol,Fortis,103,4769,2023
3207,Atorvastatin,Manipal,364,2035,2023
3208,Aspirin,Medanta,445,368,2023
3209,Amoxicillin,Narayana,170,1121,2023
3210,Metformin,Fortis,114,1435,2023
3211,Paracetamol,Apollo,404,543,2023
3212,Atorvastatin,AIIMS,282,2469,2023
3213,Amoxicillin,Narayana,140,1957,2023
3214,Ibuprofen,Manipal,306,344,2023
3215,Metformin,Fortis,61,1932,2023
3216,Metformin,Manipal,83,1159,2023
3217,Ibuprofen,Manipal,453,2817,2023
3218,Metformin,Apollo,418,4241,2023
3219,Atorvastatin,Narayana,38,4406,2023
3220,Amoxicillin,AIIMS,244,2078,2023
3221,Aspirin,Medanta,343,3040,2023
3222,Paracetamol,AIIMS,335,4609,2023
3223,Amoxicillin,Medanta,328,1815,2023
3224,Aspirin,Fortis,276,428,2023
3225,Metformin,Apollo,46,4950,2023
3226,Metformin,Manipal,77,4181,2023
3227,Paracetamol,Apollo,149,3726,2023
3228,Amoxicillin,Medanta,75,4984,2023
3229,Amoxicillin,Manipal,469,1686,2023
3230,Ibuprofen,AIIMS,429,1362,2023
3231,Ibuprofen,Narayana,55,3036,2023
3232,Amoxicillin,Manipal,491,647,2023
3233,Ibuprofen,AIIMS,336,2421,2023
3234,Amoxicillin,Apollo,355,1642,2023
3235,Aspirin,Apollo,393,153,2023
3236,Paracetamol,Narayana,197,4519,2023
3237,Atorvastatin,Manipal,390,1036,2023
3238,Aspirin,Manipal,330,3993,2023
3239,Ibuprofen,AIIMS,363,3755,2023
3240,Aspirin,Apollo,365,1202,2023
3241,Paracetamol,Narayana,409,1020,2023
3242,Metformin,Narayana,479,1577,2023
3243,Ibuprofen,Medanta,401,3328,2023
3244,Amoxicillin,Fortis,117,3157,2023
3245,Paracetamol,Manipal,494,2451,2023
3246,Metformin,Medanta,72,2899,2023
3247,Ibuprofen,Apollo,426,4590,2023
3248,Aspirin,Apollo,285,1157,2023
3249,Paracetamol,Apollo,117,2104,2023
3250,Atorvastatin,Fortis,39,3157,2023
3251,Metformin,AIIMS,240,4333,2023
3252,Paracetamol,AIIMS,354,683,2023
3253,Atorvastatin,Fortis,20,2603,2023
3254,Ibuprofen,AIIMS,486,2381,2023
3255,Metformin,Medanta,91,4654,2023
3256,Atorvastatin,Manipal,283,434,2023
3257,Ibuprofen,Medanta,163,2479,2023
3258,Atorvastatin,Narayana,273,4926,2023
3259,Ibuprofen,Narayana,326,2318,2023
3260,Amoxicillin,Medanta,472,1121,2023
3261,Atorvastatin,AIIMS,296,4901,2023
3262,Atorvastatin,Apollo,461,3706,2023
3263,Atorvastatin,Apollo,265,4523,2023
3264,Paracetamol,AIIMS,387,4801,2023
3265,Paracetamol,AIIMS,363,3009,2023
3266,Atorvastatin,Apollo,34,4092,2023
3267,Atorvastatin,Fortis,242,993,2023
3268,Metformin,Apollo,292,2123,2023
3269,Amoxicillin,Manipal,175,1974,2023
3270,Aspirin,AIIMS,327,3725,2023
3271,Aspirin,Apollo,90,1533,2023
3272,Paracetamol,Narayana,376,310,2023
3273,Metformin,Medanta,36,4433,2023
3274,Atorvastatin,Fortis,485,4409,2023
3275,Atorvastatin,AIIMS,22,1232,2023
3276,Amoxicillin,Apollo,63,4206,2023
3277,Atorvastatin,AIIMS,220,3934,2023
3278,Metformin,Manipal,476,2547,2023
3279,Paracetamol,Medanta,170,2105,2023
3280,Aspirin,Apollo,216,637,2023
3281,Paracetamol,Apollo,433,2615,2023
3282,Aspirin,Manipal,472,4385,2023
3283,Paracetamol,Manipal,102,2663,2023
3284,Ibuprofen,Medanta,61,1126,2023
3285,Atorvastatin,Narayana,358,1314,2023
3286,Paracetamol,Manipal,309,2702,2023
3287,Paracetamol,Medanta,12,4640,2023
3288,Ibuprofen,Narayana,341,2767,2023
3289,Amoxicillin,Apollo,120,975,2023
3290,Ibuprofen,AIIMS,63,4693,2023
3291,Atorvastatin,Manipal,167,758,2023
3292,Aspirin,Narayana,216,772,2023
3293,Amoxicillin,Manipal,326,4269,2023
3294,Metformin,Apollo,318,1391,2023
3295,Aspirin,AIIMS,89,1351,2023
3296,Atorvastatin,Medanta,177,1950,2023
3297,Ibuprofen,Medanta,262,3472,2023
3298,Metformin,Manipal,470,3111,2023
3299,Ibuprofen,Apollo,241,4475,2023
3300,Metformin,Manipal,282,4148,2023
3301,Paracetamol,Narayana,185,2285,2023
3302,Paracetamol,AIIMS,308,4536,2023
3303,Amoxicillin,AIIMS,15,1497,2023
3304,Atorvastatin,Manipal,143,4920,2023
3305,Amoxicillin,Manipal,339,4886,2023
3306,Amoxicillin,Medanta,46,3852,2023
3307,Atorvastatin,Narayana,424,4021,2023
3308,Ibuprofen,AIIMS,414,125,2023
3309,Amoxicillin,Manipal,380,2026,2023
3310,Metformin,Medanta,356,4939,2023
3311,Atorvastatin,Fortis,431,2235,2023
3312,Metformin,Medanta,165,3831,2023
3313,Amoxicillin,Medanta,100,2972,2023
3314,Aspirin,Apollo,415,2249,2023
3315,Paracetamol,Fortis,36,4198,2023
3316,Amoxicillin,Fortis,315,2928,2023
3317,Ibuprofen,Manipal,170,4576,2023
3318,Ibuprofen,Fortis,18,3400,2023
3319,Metformin,Manipal,118,866,2023
3320,Ibuprofen,AIIMS,114,2070,2023
3321,Paracetamol,Apollo,43,1915,2023
3322,Amoxicillin,Narayana,438,4781,2023
3323,Ibuprofen,AIIMS,424,2428,2023
3324,Amoxicillin,Apollo,109,2285,2023
3325,Aspirin,Apollo,477,529,2023
3326,Aspirin,Medanta,221,1669,2023
3327,Metformin,AIIMS,483,4035,2023
3328,Atorvastatin,Narayana,145,1365,2023
3329,Aspirin,Narayana,114,3115,2023
3330,Amoxicillin,Narayana,126,2806,2023
3331,Atorvastatin,AIIMS,429,1287,2023
3332,Paracetamol,AIIMS,466,2446,2023
3333,Aspirin,Manipal,68,4849,2023
3334,Ibuprofen,Narayana,307,3331,2023
3335,Paracetamol,Medanta,43,500,2023
3336,Metformin,Apollo,427,691,2023
3337,Atorvastatin,AIIMS,429,4492,2023
3338,Paracetamol,Narayana,90,1723,2023
3339,Atorvastatin,AIIMS,262,4281,2023
3340,Ibuprofen,Manipal,414,3201,2023
3341,Ibuprofen,Narayana,492,4061,2023
3342,Ibuprofen,Apollo,27,771,2023
3343,Metformin,Manipal,191,277,2023
3344,Ibuprofen,AIIMS,71,1301,2023
3345,Metformin,Fortis,215,1292,2023
3346,Paracetamol,Fortis,468,1143,2023
3347,Metformin,Fortis,297,4404,2023
3348,Ibuprofen,Manipal,365,3509,2023
3349,Metformin,Medanta,398,3014,2023
3350,Metformin,Medanta,118,3633,2023
3351,Metformin,Manipal,130,4314,2023
3352,Ibuprofen,Manipal,425,1932,2023
3353,Atorvastatin,AIIMS,179,759,2023
3354,Amoxicillin,Narayana,403,4642,2023
3355,Metformin,Apollo,216,4918,2023
3356,Aspirin,Manipal,161,2601,2023
3357,Aspirin,Fortis,352,2203,2023
3358,Metformin,Medanta,224,2719,2023
3359,Atorvastatin,Medanta,64,506,2023
3360,Ibuprofen,Manipal,264,2532,2023
3361,Atorvastatin,AIIMS,16,4355,2023
3362,Atorvastatin,Narayana,91,3108,2023
3363,Metformin,Apollo,213,4074,2023
3364,Ibuprofen,Narayana,283,3795,2023
3365,Atorvastatin,Medanta,27,3217,2023
3366,Ibuprofen,Narayana,123,3053,2023
3367,Metformin,Fortis,299,3393,2023
3368,Aspirin,Apollo,422,3980,2023
3369,Metformin,Manipal,118,4447,2023
3370,Paracetamol,Apollo,56,2736,2023
3371,Paracetamol,AIIMS,428,301,2023
3372,Aspirin,Apollo,310,3042,2023
3373,Atorvastatin,Apollo,201,3478,2023
3374,Paracetamol,Manipal,479,1593,2023
3375,Metformin,AIIMS,33,4895,2023
3376,Atorvastatin,Apollo,339,2835,2023
3377,Amoxicillin,Apollo,468,3370,2023
3378,Metformin,Narayana,163,991,2023
3379,Ibuprofen,Manipal,49,2744,2023
3380,Aspirin,Fortis,76,3401,2023
3381,Ibuprofen,AIIMS,346,2116,2023
3382,Aspirin,Narayana,273,3340,2023
3383,Metformin,Manipal,439,3862,2023
3384,Ibuprofen,Fortis,111,1072,2023
3385,Atorvastatin,Apollo,405,1517,2023
3386,Paracetamol,Apollo,448,854,2023
3387,Metformin,Fortis,166,1938,2023
3388,Atorvastatin,Medanta,63,2057,2023
3389,Aspirin,AIIMS,400,486,2023
3390,Paracetamol,AIIMS,255,4618,2023
3391,Aspirin,Apollo,343,415,2023
3392,Atorvastatin,Apollo,89,2693,2023
3393,Ibuprofen,Manipal,145,262,2023
3394,Amoxicillin,Manipal,244,3739,2023
3395,Ibuprofen,Apollo,113,4602,2023
3396,Atorvastatin,Medanta,374,1813,2023
3397,Amoxicillin,Narayana,222,1385,2023
3398,Atorvastatin,AIIMS,335,1517,2023
3399,Ibuprofen,Narayana,301,1968,2023
3400,Amoxicillin,Narayana,171,4932,2023
3401,Metformin,Manipal,370,3331,2023
3402,Paracetamol,Medanta,171,1348,2023
3403,Amoxicillin,Manipal,283,2525,2023
3404,Amoxicillin,Manipal,492,538,2023
3405,Ibuprofen,Apollo,17,3257,2023
3406,Ibuprofen,Apollo,219,4409,2023
3407,Atorvastatin,Apollo,464,4317,2023
3408,Metformin,Fortis,66,846,2023
3409,Ibuprofen,Narayana,281,2173,2023
3410,Atorvastatin,Narayana,167,1915,2023
3411,Amoxicillin,Medanta,458,561,2023
3412,Paracetamol,Medanta,460,4968,2023
3413,Aspirin,Medanta,227,4994,2023
3414,Metformin,Manipal,476,3300,2023
3415,Paracetamol,Apollo,16,1038,2023
3416,Atorvastatin,Fortis,462,1406,2023
3417,Metformin,Narayana,248,2713,2023
3418,Amoxicillin,Narayana,334,1042,2023
3419,Ibuprofen,Medanta,443,3443,2023
3420,Aspirin,Apollo,105,1482,2023
3421,Aspirin,Medanta,11,1231,2023
3422,Amoxicillin,Medanta,391,1178,2023
3423,Paracetamol,Manipal,231,431,2023
3424,Metformin,AIIMS,472,4520,2023
3425,Aspirin,Narayana,413,3684,2023
3426,Metformin,AIIMS,175,218,2023
3427,Ibuprofen,Manipal,61,2741,2023
3428,Amoxicillin,AIIMS,465,1848,2023
3429,Paracetamol,Apollo,396,3696,2023
3430,Atorvastatin,Manipal,27,1940,2023
3431,Amoxicillin,Apollo,336,1954,2023
3432,Paracetamol,Narayana,470,4003,2023
3433,Metformin,Narayana,393,2475,2023
3434,Aspirin,AIIMS,319,164,2023
3435,Atorvastatin,Apollo,161,3074,2023
3436,Aspirin,Manipal,48,1492,2023
3437,Paracetamol,Apollo,182,831,2023
3438,Ibuprofen,AIIMS,143,2062,2023
3439,Paracetamol,Fortis,403,4256,2023
3440,Metformin,Fortis,104,4852,2023
3441,Metformin,Medanta,346,3622,2023
3442,Metformin,Apollo,209,3610,2023
3443,Amoxicillin,Fortis,260,882,2023
3444,Atorvastatin,Apollo,72,1966,2023
3445,Paracetamol,Manipal,241,2690,2023
3446,Paracetamol,AIIMS,367,632,2023
3447,Amoxicillin,Manipal,477,2298,2023
3448,Atorvastatin,Narayana,206,685,2023
3449,Ibuprofen,Apollo,290,1928,2023
3450,Aspirin,Fortis,357,4871,2023
3451,Aspirin,Apollo,378,1008,2023
3452,Aspirin,Apollo,355,4435,2023
3453,Metformin,AIIMS,66,4073,2023
3454,Ibuprofen,AIIMS,480,932,2023
3455,Ibuprofen,Apollo,127,1258,2023
3456,Ibuprofen,Apollo,378,1017,2023
3457,Ibuprofen,Apollo,259,4265,2023
3458,Atorvastatin,Fortis,97,2555,2023
3459,Ibuprofen,Manipal,498,4427,2023
3460,Atorvastatin,Medanta,94,724,2023
3461,Paracetamol,Narayana,34,3912,2023
3462,Amoxicillin,Apollo,249,1031,2023
3463,Atorvastatin,Narayana,228,3726,2023
3464,Metformin,Narayana,191,3269,2023
3465,Amoxicillin,Apollo,256,4168,2023
3466,Aspirin,Medanta,287,4736,2023
3467,Metformin,Manipal,302,2167,2023
3468,Paracetamol,Manipal,121,1489,2023
3469,Amoxicillin,Apollo,90,2644,2023
3470,Aspirin,Fortis,446,4137,2023
3471,Paracetamol,Apollo,386,3731,2023
3472,Paracetamol,Apollo,462,1280,2023
3473,Amoxicillin,Fortis,356,2568,2023
3474,Aspirin,Manipal,395,2458,2023
3475,Aspirin,AIIMS,99,4569,2023
3476,Amoxicillin,Medanta,272,4471,2023
3477,Amoxicillin,Medanta,108,4881,2023
3478,Amoxicillin,Fortis,395,4798,2023
3479,Ibuprofen,Medanta,88,742,2023
3480,Aspirin,Apollo,165,4006,2023
3481,Ibuprofen,Narayana,252,1865,2023
3482,Metformin,Manipal,234,4634,2023
3483,Amoxicillin,Manipal,433,1065,2023
3484,Amoxicillin,Fortis,138,1329,2023
3485,Atorvastatin,Apollo,448,2955,2023
3486,Ibuprofen,Manipal,135,713,2023
3487,Aspirin,Apollo,435,2877,2023
3488,Atorvastatin,Fortis,215,1074,2023
3489,Ibuprofen,Narayana,214,4211,2023
3490,Aspirin,Manipal,358,3839,2023
3491,Atorvastatin,Fortis,88,1183,2023
3492,Amoxicillin,Apollo,197,1604,2023
3493,Aspirin,Fortis,323,242,2023
3494,Ibuprofen,Narayana,270,3679,2023
3495,Aspirin,Apollo,19,327,2023
3496,Amoxicillin,Narayana,396,2729,2023
3497,Ibuprofen,Apollo,63,3324,2023
3498,Amoxicillin,Medanta,497,416,2023
3499,Paracetamol,Fortis,308,3846,2023
3500,Paracetamol,Fortis,202,3165,2023
3501,Atorvastatin,Apollo,193,2666,2023
3502,Metformin,Medanta,21,965,2023
3503,Amoxicillin,Narayana,441,2439,2023
3504,Aspirin,Medanta,213,1585,2023
3505,Atorvastatin,AIIMS,252,4234,2023
3506,Amoxicillin,AIIMS,481,1690,2023
3507,Metformin,Medanta,150,1068,2023
3508,Paracetamol,Apollo,370,4162,2023
3509,Paracetamol,Apollo,142,1969,2023
3510,Metformin,Fortis,484,3955,2023
3511,Amoxicillin,Apollo,349,2957,2023
3512,Atorvastatin,AIIMS,178,4847,2023
3513,Ibuprofen,Medanta,165,4905,2023
3514,Aspirin,Manipal,389,731,2023
3515,Paracetamol,Fortis,189,2937,2023
3516,Aspirin,Fortis,210,1200,2023
3517,Amoxicillin,Medanta,498,1888,2023
3518,Paracetamol,Fortis,313,4416,2023
3519,Paracetamol,Manipal,417,395,2023
3520,Metformin,Apollo,79,1714,2023
3521,Paracetamol,Apollo,297,1997,2023
3522,Ibuprofen,Apollo,304,4626,2023
3523,Aspirin,Apollo,234,274,2023
3524,Aspirin,Fortis,462,721,2023
3525,Atorvastatin,Manipal,413,4633,2023
3526,Amoxicillin,Fortis,38,3674,2023
3527,Ibuprofen,Apollo,422,3183,2023
3528,Amoxicillin,Apollo,364,2537,2023
3529,Atorvastatin,Fortis,175,1911,2023
3530,Aspirin,Apollo,328,877,2023
3531,Paracetamol,Medanta,450,3497,2023
3532,Ibuprofen,Narayana,328,2275,2023
3533,Paracetamol,Fortis,340,4594,2023
3534,Aspirin,AIIMS,361,1139,2023
3535,Metformin,AIIMS,333,3895,2023
3536,Metformin,Medanta,467,2994,2023
3537,Amoxicillin,AIIMS,355,2701,2023
3538,Metformin,Fortis,227,1422,2023
3539,Ibuprofen,Narayana,177,3570,2023
3540,Amoxicillin,Medanta,311,4228,2023
3541,Amoxicillin,Apollo,289,2530,2023
3542,Aspirin,Narayana,146,3299,2023
3543,Aspirin,Medanta,413,2588,2023
3544,Amoxicillin,Medanta,69,1893,2023
3545,Ibuprofen,Apollo,52,1835,2023
3546,Metformin,Narayana,413,3600,2023
3547,Atorvastatin,Apollo,148,3146,2023
3548,Ibuprofen,Manipal,112,3536,2023
3549,Aspirin,Manipal,494,3749,2023
3550,Aspirin,Narayana,180,240,2023
3551,Paracetamol,Medanta,254,3614,2023
3552,Atorvastatin,Manipal,301,1342,2023
3553,Aspirin,Medanta,358,388,2023
3554,Metformin,Medanta,111,2209,2023
3555,Metformin,Apollo,435,2929,2023
3556,Metformin,Fortis,273,2640,2023
3557,Atorvastatin,Medanta,283,4335,2023
3558,Amoxicillin,Narayana,295,3018,2023
3559,Ibuprofen,Fortis,264,1919,2023
3560,Aspirin,Fortis,187,3394,2023
3561,Atorvastatin,AIIMS,366,593,2023
3562,Ibuprofen,Medanta,82,3968,2023
3563,Aspirin,Narayana,310,1800,2023
3564,Metformin,Narayana,79,1089,2023
3565,Metformin,Manipal,269,4198,2023
3566,Paracetamol,Apollo,270,808,2023
3567,Amoxicillin,Narayana,25,261,2023
3568,Ibuprofen,Manipal,163,3529,2023
3569,Ibuprofen,Apollo,194,1275,2023
3570,Amoxicillin,Fortis,150,1863,2023
3571,Paracetamol,Fortis,333,3023,2023
3572,Paracetamol,Manipal,149,4229,2023
3573,Amoxicillin,Fortis,95,109,2023
3574,Metformin,Narayana,249,2762,2023
3575,Metformin,Narayana,46,2998,2023
3576,Paracetamol,AIIMS,280,2718,2023
3577,Ibuprofen,Medanta,147,3064,2023
3578,Aspirin,Fortis,400,1652,2023
3579,Paracetamol,Medanta,316,4268,2023
3580,Ibuprofen,Narayana,337,4259,2023
3581,Atorvastatin,Narayana,358,4670,2023
3582,Paracetamol,AIIMS,441,3935,2023
3583,Atorvastatin,Manipal,461,3993,2023
3584,Ibuprofen,Manipal,344,1428,2023
3585,Amoxicillin,Narayana,370,447,2023
3586,Aspirin,Fortis,210,2563,2023
3587,Paracetamol,Narayana,203,4721,2023
3588,Paracetamol,Narayana,208,1814,2023
3589,Paracetamol,Manipal,278,3855,2023
3590,Amoxicillin,Medanta,251,1878,2023
3591,Atorvastatin,Narayana,273,531,2023
3592,Atorvastatin,Fortis,319,630,2023
3593,Amoxicillin,Narayana,220,3051,2023
3594,Aspirin,Fortis,138,852,2023
3595,Atorvastatin,Apollo,315,2304,2023
3596,Paracetamol,Fortis,163,679,2023
3597,Paracetamol,Apollo,454,4893,2023
3598,Ibuprofen,AIIMS,214,3695,2023
3599,Atorvastatin,Apollo,251,4535,2023
3600,Aspirin,Medanta,303,2831,2023
3601,Aspirin,Narayana,114,4699,2024
3602,Paracetamol,Narayana,355,2197,2024
3603,Ibuprofen,Fortis,488,2632,2024
3604,Ibuprofen,Narayana,352,4001,2024
3605,Ibuprofen,Manipal,250,2584,2024
3606,Metformin,Medanta,489,3637,2024
3607,Paracetamol,Fortis,258,3246,2024
3608,Ibuprofen,Medanta,266,835,2024
3609,Atorvastatin,Medanta,93,1875,2024
3610,Atorvastatin,Narayana,204,3649,2024
3611,Aspirin,Narayana,203,365,2024
3612,Aspirin,Medanta,38,3660,2024
3613,Ibuprofen,Medanta,469,491,2024
3614,Ibuprofen,Medanta,494,3585,2024
3615,Paracetamol,Fortis,277,1352,2024
3616,Aspirin,Narayana,262,1378,2024
3617,Paracetamol,Manipal,209,4901,2024
3618,Paracetamol,Fortis,347,2199,2024
3619,Aspirin,Fortis,72,1436,2024
3620,Paracetamol,AIIMS,127,1517,2024
3621,Paracetamol,Narayana,164,2995,2024
3622,Paracetamol,Apollo,280,2870,2024
3623,Ibuprofen,Medanta,335,1823,2024
3624,Paracetamol,Apollo,159,2134,2024
3625,Metformin,Medanta,288,1246,2024
3626,Amoxicillin,Manipal,263,3103,2024
3627,Aspirin,Apollo,283,4591,2024
3628,Ibuprofen,Fortis,291,593,2024
3629,Paracetamol,Fortis,128,2582,2024
3630,Metformin,Narayana,91,135,2024
3631,Aspirin,Apollo,416,2965,2024
3632,Amoxicillin,Narayana,144,4860,2024
3633,Atorvastatin,Medanta,399,1057,2024
3634,Ibuprofen,Apollo,144,312,2024
3635,Ibuprofen,AIIMS,399,3878,2024
3636,Metformin,Medanta,101,1776,2024
3637,Metformin,Fortis,301,1227,2024
3638,Ibuprofen,Narayana,328,372,2024
3639,Amoxicillin,AIIMS,139,4178,2024
3640,Metformin,Medanta,155,4474,2024
3641,Atorvastatin,Medanta,213,2848,2024
3642,Paracetamol,Narayana,474,4166,2024
3643,Paracetamol,AIIMS,425,3953,2024
3644,Amoxicillin,Medanta,404,4426,2024
3645,Metformin,Medanta,140,2850,2024
3646,Amoxicillin,AIIMS,196,143,2024
3647,Aspirin,Narayana,19,2397,2024
3648,Amoxicillin,Medanta,344,2287,2024
3649,Ibuprofen,Medanta,289,3404,2024
3650,Ibuprofen,Narayana,96,884,2024
3651,Paracetamol,Medanta,109,138,2024
3652,Ibuprofen,Fortis,334,4688,2024
3653,Ibuprofen,Fortis,239,502,2024
3654,Ibuprofen,Medanta,427,1329,2024
3655,Amoxicillin,AIIMS,23,4534,2024
3656,Ibuprofen,Manipal,395,3776,2024
3657,Amoxicillin,Narayana,393,3153,2024
3658,Ibuprofen,Narayana,94,1514,2024
3659,Metformin,AIIMS,285,287,2024
3660,Amoxicillin,Medanta,229,2937,2024
3661,Atorvastatin,AIIMS,371,3548,2024
3662,Aspirin,Fortis,367,1632,2024
3663,Ibuprofen,Fortis,182,4739,2024
3664,Aspirin,Apollo,216,4886,2024
3665,Paracetamol,Fortis,71,3644,2024
3666,Metformin,Manipal,224,3815,2024
3667,Paracetamol,Medanta,220,112,2024
3668,Atorvastatin,Medanta,139,3682,2024
3669,Aspirin,Narayana,230,908,2024
3670,Ibuprofen,AIIMS,21,3116,2024
3671,Atorvastatin,AIIMS,133,2454,2024
3672,Metformin,Manipal,314,300,2024
3673,Metformin,Fortis,317,1317,2024
